,cycle,temp,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,soh,class
404,7_charge_70,24,3.6451514112474204,4.015102827186777,4.141560284080378,4.209439963499531,4.211317903550163,4.212202953497229,4.212336762737789,4.212650197976693,4.211014694669112,4.205271533684942,23.724106633050233,25.98470462661698,27.756607984043573,28.059839913047266,25.761492350220045,24.765506568849442,24.299460314179548,24.059799243510398,23.941283735056203,23.87650544108332,1.3781003758636443,1.4909592849901914,1.4809947164410004,0.8248448660997616,0.35590778720814054,0.18132918989614258,0.0977762160508426,0.053626064295988256,0.021103847677572455,-0.0025417540064442425,[0.83371836],1
405,7_charge_71,24,3.5343074353096458,4.013708038884453,4.1398319662233,4.209349988839892,4.211327501989164,4.212251368173923,4.212233637544185,4.2126176117423695,4.211374024563371,4.205464637244301,22.996744175180364,25.942801196586114,27.705054725083716,28.091104188927158,25.771230224544254,24.75910327484075,24.2817768946237,24.048241397146988,23.923953633841574,23.86046240393101,1.336063507442857,1.4910837131975077,1.4828380706808126,0.8358579637326583,0.3605232383203345,0.18395201225586078,0.09856183449427691,0.05460127369671774,0.02341581452891843,-0.0025789532648813345,[0.83113313],1
406,7_charge_72,24,3.4136186665576997,4.012276783530834,4.137941739869124,4.209348797989438,4.211372399503255,4.212154064548811,4.212154042804797,4.212655740588513,4.211177371517996,4.205214041756063,22.20801641734154,25.908419407517414,27.65750842722894,28.1111373836747,25.779773295399274,24.75227772042824,24.2720075023076,24.035725836636438,23.90742389896366,23.84173094802106,1.2901187734898205,1.4911278531053611,1.4844621381276806,0.8478435679284099,0.3649300938734795,0.18617499747841057,0.09974506869314474,0.05627537012170272,0.023159921985655398,-0.0026894882280501025,[0.82871215],1
407,7_charge_73,24,3.6180281265080643,4.0189021414722035,4.147386954098524,4.209626541232529,4.211355607263122,4.21206575715855,4.2123241826515825,4.212628689043436,4.210592920018901,4.204803079064316,23.53647267321836,26.014456314821253,27.831591670254454,27.956969827854483,25.697847500408113,24.714610128615625,24.25188727470626,24.024404654043334,23.906762866072928,23.83895594161307,1.367176746148758,1.4915445140010588,1.4724313509930205,0.7957233590299384,0.34833664301634554,0.17889376852734473,0.09796014604633733,0.05428775352899716,0.02021434939596148,-0.0025743529862966657,[0.82626934],1
408,7_charge_74,24,3.5987022490201492,4.019871744855657,4.148782329392022,4.209650291216754,4.211333304513394,4.212187198269161,4.212229163456654,4.212595359932779,4.2114107139619295,4.205436231619944,23.386408324390807,26.00223849021605,27.83448325156941,27.908900756699104,25.65212631383585,24.66971549806603,24.20954585821058,23.975899538024922,23.84769313974047,23.78656282129843,1.359203230718784,1.4911716097819268,1.4697080779709526,0.7884602698875305,0.34627279589524024,0.17874832995462034,0.09713804179363497,0.05446170883661149,0.023898764904278225,-0.00278365959676468,[0.82360873],1
409,7_charge_75,24,2.1901049382578264,3.9867849034121194,4.100188772979968,4.205722193689639,4.2111030135863015,4.211896116023031,4.211926168405764,4.213048115776645,4.21270810574569,4.20615004609701,14.3407254729031,25.559324433050772,26.99581115040554,28.487579722375365,26.163117215172054,24.85512401786914,24.266401516502185,23.97339575968692,23.823031413075302,23.745473055592527,0.8277158698055174,1.4913211350080182,1.4913190159987264,1.0755926940921787,0.4478103318118373,0.22157711188190535,0.11861823550813937,0.06884552963526092,0.038329911583641886,-0.002370075020281723,[0.81820684],1
410,7_charge_76,24,3.5709842634324396,4.022886623744619,4.153053990470697,4.20973340958309,4.211387032333643,4.212087982549439,4.212328232152499,4.212520831881848,4.211450331090205,4.205279029935981,23.1152155101152,25.928982388583965,27.777225440773915,27.696232469813204,25.453192121334116,24.466751412427243,23.99609046820814,23.752266905840663,23.605970020876487,23.51588139595623,1.347796418593164,1.4911300271038095,1.4614284846582892,0.7666771843714075,0.34093020138990243,0.1770053033491755,0.09786038996807389,0.054521039591775504,0.025097203278027135,-0.0025738925413340673,[0.81812772],1
411,7_charge_77,24,3.2435055304917264,4.019423890319484,4.145146394899474,4.209389058650669,4.2112767378514855,4.212273601692993,4.212231242689008,4.212492655312101,4.211423530191991,4.2052140074572915,20.13968645348854,25.595409771479428,27.774900085460533,28.219092549623756,26.028984290484946,25.07878616187899,24.633143608731693,24.40962518302454,24.283481780000375,24.206758815882583,1.2212226048192354,1.4909298413026928,1.4769475355105302,0.8207827564270573,0.3598144815371437,0.18402827448124318,0.10042639923662675,0.056503003272634224,0.026208069122369306,-0.0022876777027451838,[0.82055959],1
412,7_charge_78,24,3.6000257562880593,4.022732124380031,4.152430691647595,4.209758284153939,4.21140566454256,4.212084010612546,4.2123596351532795,4.212581761557943,4.211495624979185,4.205292917496234,23.44034274664314,26.07618321350765,27.92874868102267,27.83825651381481,25.59475996587505,24.62388798523601,24.172070794926782,23.929525184410178,23.78272655698278,23.70081424863148,1.3595330146394073,1.4916403549328572,1.4620435419123425,0.7709848013218638,0.34439008345693173,0.17792618606027213,0.0987376559164388,0.055167466269192236,0.02582188940383033,-0.0022223509393251724,[0.81578504],1
413,7_charge_79,24,3.5335025959632076,4.026351905481515,4.156993029009147,4.209831125708843,4.211401793792927,4.212074943491393,4.212370075774121,4.2126367755647545,4.21148072153413,4.205131598486031,22.532549654048438,25.611991481005035,27.483559446002488,27.303619642354047,25.11120536009454,24.139789794267767,23.687623897106153,23.454637845490414,23.326538616323067,23.25602135494175,1.332694963444309,1.4917916954056394,1.4529019279076971,0.7513441969922791,0.3399188664217703,0.17780841172764883,0.09948966250213413,0.0562892251609905,0.02610537244716397,-0.002386334372147454,[0.81060664],1
414,7_charge_80,24,1.3171620373677593,3.971322381177728,4.080387057166845,4.198997783164357,4.210806760027634,4.211870662355198,4.2118841349500045,4.2127282146786085,4.212453740473027,4.208743033197927,8.517540071039114,24.92430483201147,26.185735917147888,28.055008628065266,26.060563335785993,24.549424338121348,23.88097215419244,23.567756938968746,23.414037334765144,23.3386921712109,0.49521006739397216,1.4915873757744083,1.4915158806146642,1.197983414379924,0.5126953778796574,0.25103155813468925,0.13454085872243016,0.07900325242570887,0.04392353965338191,0.008504391443904932,[0.80821366],1
415,7_charge_81,24,3.5247046045638313,4.028463944656326,4.1600449024378445,4.209884832068792,4.2113413569021185,4.212023548139986,4.212230583136076,4.212635294031052,4.211376664167891,4.205035592471104,22.632898099190854,25.816644190763764,27.775595094707654,27.51232159234873,25.356165026103767,24.432236485619168,24.017317409643958,23.838170327795673,23.755176539089884,23.734497877087943,1.3286722214223252,1.491382227093853,1.4433447533735861,0.7334896277162156,0.33342456822610933,0.17444638699143775,0.09707003559277416,0.055454241086615536,0.025085673531805415,-0.002890380282654837,[0.80791176],1
416,7_charge_82,24,3.5333962031767303,4.027090112609982,4.158965801346986,4.20987184841877,4.211373166133101,4.212009661656459,4.212237947886255,4.212662416945842,4.211352896115419,4.205146532294472,23.192605292661298,26.35960381430355,28.314254124077483,28.06616204932072,25.927493066453312,25.008716575835965,24.59964437688691,24.38361119001447,24.244663103374943,24.167036092262297,1.3322882148159174,1.4910154369672572,1.4440633363228466,0.7349281398463824,0.33243359241218545,0.17280794034283206,0.09593620500437938,0.05482476820660277,0.024173062218679722,-0.002789384666578828,[0.80836209],1
417,7_charge_83,24,2.9638873678414193,4.013188219912102,4.141874496292492,4.20935970420919,4.211234629557424,4.21210936844018,4.212284701598841,4.212577758036602,4.212214152963728,4.205597764218597,19.556280567387518,26.217196944446325,27.9806190433972,28.340623713973308,26.023953925133434,24.982101039111292,24.506549183681884,24.264589941471716,24.12972817781792,24.059234210016005,1.1180709577534769,1.4910081301888096,1.4788096619315994,0.8268863663568626,0.365721929993182,0.18975366648180128,0.10441397900778494,0.05857363217770813,0.03143348859303273,-0.002609156110128536,[0.80543279],2
418,7_charge_84,24,0.9574112455661768,3.9619913522483614,4.071979601946885,4.195648293543629,4.210679351611169,4.211867568222614,4.212016324255555,4.212592108551528,4.212359358664956,4.2096036284617995,6.4217471467810645,25.644271035798532,26.81616876933898,28.721253168768694,26.83850643859524,25.24332541721933,24.53708247091161,24.20257013093425,24.01777474167171,23.903312968750928,0.35736924810186343,1.4911692634963856,1.4912089503864439,1.2335112099375962,0.5329761808212801,0.2595434256824907,0.13862092272904117,0.08033986540279611,0.04510055049458746,0.012460411411731702,[0.80033017],2
419,7_charge_85,24,3.4869334990220144,4.032512478637704,4.165326256239798,4.210005633362671,4.211375495744428,4.212095574657081,4.212302348958597,4.212483904711346,4.211737854562227,4.205176943487258,22.56696475610299,25.97134331257405,27.89945817395618,27.37158125827895,25.260753025927542,24.3463803303267,23.92340322452875,23.700735275648636,23.564403840842875,23.496776622526397,1.3134022097851485,1.4914017705849036,1.4252126135231942,0.7066256360534338,0.3264530381325714,0.17353624982297775,0.0973125052396117,0.055217753355407885,0.02785926022339582,-0.002458623813987353,[0.79795872],2
420,7_charge_86,24,3.48898585167182,4.034552737912139,4.1670087183640305,4.210004336946366,4.211446801184765,4.212090970141032,4.212263284169672,4.212588352583029,4.211730431589986,4.205136343163255,22.354212326634354,25.85841361771343,27.86605523215135,27.30963559985835,25.232098347880164,24.3244856962666,23.915465189551785,23.71855822330065,23.62726899635713,23.59558610423371,1.3134220855483039,1.4912904722563798,1.4199381401295499,0.6995395805146821,0.3252309762573211,0.1728507867922511,0.09696330795425463,0.055889126850368225,0.027409551855918993,-0.002800614010928778,[0.79810898],2
421,7_charge_87,24,3.243270046830143,4.027223423867395,4.1599136600629825,4.209870329757767,4.211394071778843,4.212046295122553,4.2122599731200925,4.212565291547052,4.211838861725572,4.205243482452021,21.246403928022076,26.269328045956886,28.23352655277154,27.976062393950777,25.820191005603192,24.868746166138813,24.434581752179202,24.22532569294723,24.114270895772353,24.06504749033966,1.2216708905836786,1.4914619413272197,1.4412026070801036,0.7331417660887476,0.33603397646042027,0.17607642266734944,0.09864700230295766,0.05631761447443093,0.028595089239568484,-0.0025914197711559145,[0.79790326],2
422,7_charge_88,24,3.4668926817177828,4.032726172700235,4.166313303955834,4.210022440689288,4.211462778199397,4.212050558013582,4.212164537784236,4.212492913990911,4.211626461680271,4.205111386053999,22.90030817226222,26.55604508149247,28.547264933064547,28.006748895547705,25.916718409142334,24.99240031026636,24.5617834467721,24.339709200299428,24.21640042972285,24.155754859212838,1.3056566137284569,1.4911976930012094,1.418640899780403,0.6980486239015302,0.3230031382081332,0.1702628066680558,0.0952584778020932,0.05495350646422644,0.026753776089442346,-0.002577554434334675,[0.84441056],2
423,7_charge_89,24,3.54203259696127,4.03176411680906,4.159252313176251,4.2098306138536685,4.211364252839221,4.2120650581346375,4.212278647771094,4.212570750105065,4.2108630168787,4.204993801560666,22.05410175882221,25.878115334688697,28.213051286512204,28.077535279996887,26.035945674842218,25.153021392426666,24.756141695214758,24.567646895061372,24.480941348834367,24.45033976908883,1.3319576330902423,1.490646382394663,1.4446152829371386,0.7383179935303545,0.33290677733657553,0.16956375987727895,0.09384782383344281,0.052786373184314776,0.020676955042702016,-0.002882286722917592,[0.81299691],2
424,7_charge_90,24,2.625182482375249,4.000172650339493,4.120191766852668,4.20875518670472,4.211183444176318,4.212030259803882,4.21217057197291,4.212611512431488,4.212170461825881,4.2057413080669335,17.714692610517517,26.57906365415203,28.18579410989949,29.19828870908758,26.803573708072776,25.63219452052737,25.10679920349182,24.846403934040456,24.705215099506145,24.62309846003919,0.9917247573796574,1.490931872866211,1.4909232463691693,0.9446002832443617,0.4031941863029288,0.20127448532047995,0.10858794388613142,0.05992298651338889,0.03133892983801727,-0.0024344794810373348,[0.80787169],2
425,7_charge_91,24,3.1756966709693066,4.0171662691154095,4.145731520738811,4.209529454909133,4.21130769663426,4.212170474408718,4.212178521669709,4.212553231656811,4.211360284647782,4.205106706984319,21.27892635286162,26.673576862143175,28.480663556862293,28.664918627117917,26.363721804760228,25.319320607455058,24.84389482880033,24.596955981459065,24.455019778840402,24.38224382841322,1.1983312394253338,1.490902771662604,1.4717430110631118,0.7993536346117749,0.35589605121684187,0.18239009451860258,0.09833959160001976,0.05620668726821034,0.02519883351025815,-0.0022471308364000204,[0.80283134],2
426,7_charge_92,24,3.555169224643999,4.0303117788619325,4.162181086408388,4.209952042682225,4.2114242383601255,4.212034828055425,4.212411488076525,4.212515244374856,4.210493551751967,4.204513391201991,23.58057080349338,26.60325240283462,28.546893716049503,28.09047837133824,25.944263989857852,24.998652460294487,24.564627758455828,24.337102461867786,24.204314111965214,24.132815210786934,1.3399279844024672,1.4909376824867995,1.4307817030061545,0.7137733061173933,0.32700368143542363,0.16916743931889297,0.0939850037614785,0.05249346279365518,0.020149703411758035,-0.002502594337611176,[0.79748735],2
427,7_charge_93,24,3.0784731072136253,4.0206075274914985,4.151147618687533,4.209638148940328,4.211369217044678,4.212096099726909,4.212340843748905,4.212623613468528,4.211897594291185,4.2053521319256,20.29392674103732,26.302024468616544,28.172702102891886,28.204978714008767,25.940352775005312,24.91421619640269,24.441427605825304,24.218143183343198,24.088841502813647,24.011860048866733,1.1602327117798523,1.4907894677415814,1.4612682472847032,0.7724364103696046,0.34927733013750234,0.18047176943286858,0.09987518779103918,0.05617757687808764,0.028290332302671983,-0.002534178544224173,[0.79520512],2
428,7_charge_94,24,3.130599596995316,4.023882086835109,4.1554137911698374,4.209756949872935,4.211331815278414,4.212050796804767,4.212275904539058,4.212601360493854,4.212065313092149,4.205507205148022,20.594205255270992,26.291809617299357,28.197653641803303,28.08716377991686,25.865324982353627,24.875730546862926,24.426300243728242,24.19680105056302,24.077971401040752,24.018910252249412,1.1791564824741585,1.4908526592933433,1.4515851022995874,0.75163129206081,0.34295874149412586,0.17798792713324843,0.09825718376343359,0.056359326195860725,0.029059787107774973,-0.0025959975464367397,[0.79267585],2
429,7_charge_95,24,3.488465729733004,4.034894033877994,4.167910424519855,4.210051962765639,4.21151179049769,4.2121104354592385,4.212333420733513,4.2123391719284875,4.211056340923294,4.204742854037597,22.972869863313996,26.501072051836402,28.508970610657123,27.87144604092725,25.797541953524874,24.882828914399692,24.466448810492782,24.250499385989688,24.132660467848677,24.075508330842855,1.3128797593985886,1.490802089883907,1.4107810868643096,0.6866270354876739,0.3197323888701381,0.1670341348972694,0.093200354493679,0.05225658330159631,0.023609139905104472,-0.0024811030486660006,[0.78998686],2
430,7_charge_96,24,1.8332761048841555,3.992077091072139,4.1122218289204335,4.208131690895316,4.211185945973044,4.211927826734977,4.211910865095132,4.212892191068391,4.212782955261585,4.206893474761504,12.216502441084646,26.045931066752267,27.539234461362156,28.83301103753466,26.459162790337857,25.173631886394865,24.60250151573206,24.325389243865253,24.177153727269374,24.094177984812642,0.6898228633359398,1.4906605374873303,1.4907836540921071,0.9967098658408324,0.42766663260827237,0.21574738127768242,0.11681980122132798,0.06883733375967775,0.041053062201919295,-0.00015073142594269448,[0.78760927],2
431,7_charge_97,24,3.480342754605369,4.037755302866373,4.171106732349861,4.2100832005953395,4.211491516197698,4.211990838200997,4.2123175350462505,4.212564242214485,4.211114175158019,4.204689317670903,22.939157430410688,26.554015206453457,28.580183895913954,27.821421529108463,25.778228492550447,24.876660249054094,24.45813863900826,24.246522804595696,24.130198557896914,24.071848982060207,1.3090667903065456,1.490848738596005,1.3977251970471594,0.6715619005623918,0.3152544004438647,0.16525998747888626,0.09335434889570826,0.05334388934265776,0.023785999051662593,-0.0027415625278696242,[0.78489924],2
432,7_charge_98,24,3.450581395003651,4.038330164893557,4.171840299067898,4.210119623673713,4.211519124109431,4.212143073519158,4.212267058821961,4.212552211289423,4.211459557415959,4.204936164446134,22.75068225577016,26.571082091818027,28.610629588336163,27.826098878759392,25.792270798339427,24.889069665528297,24.478026971325633,24.264388308553887,24.156438341500362,24.097166256476235,1.2976968413896315,1.490947451706518,1.3930267706196418,0.6677545813476127,0.3141518411908279,0.16575408898720204,0.09251925455553466,0.053843586642414995,0.025342289659366884,-0.002555839342040336,[0.78512827],2
433,7_charge_99,24,3.4515659287492975,4.0397170818290435,4.173320034072148,4.210120774581649,4.21146353334667,4.211810463320578,4.212324444280789,4.212483975311116,4.211403640503753,4.204876079179562,22.77560739752263,26.61229813682721,28.662680499552824,27.814452717500544,25.798573170798193,24.896207370530515,24.484853908598822,24.278712221024183,24.163573886468367,24.104507156542553,1.297627122201449,1.4908902853377155,1.3864372554900257,0.6600344041377623,0.3112737303331859,0.16352065013635167,0.09284258454402573,0.05325964272858822,0.0253833109452177,-0.0025256349854256882,[0.78262494],2
434,7_charge_100,24,1.8150184811988945,3.99597107492114,4.119136887212036,4.208710354296563,4.211108459636036,4.21180554068185,4.211884270663683,4.212769433487953,4.212691315761515,4.207139133344949,12.12508949529955,26.164259381966314,27.698865813194498,28.832289690741643,26.44975269342331,25.184084245209185,24.6216784982567,24.340510721562985,24.18929831512913,24.10711904512351,0.6822995921097942,1.4910248154020473,1.4908066337346668,0.9573155122171532,0.41616481577035114,0.21275554626690882,0.11612616490185329,0.06901387439467925,0.04140814032562857,0.0014612242263334816,[0.77981697],2
435,7_charge_101,24,3.442975884343944,4.042127062167721,4.175615499242861,4.210155938312001,4.211509601266294,4.212000802157845,4.212242047643131,4.212541681667374,4.211680287499234,4.204999945464982,22.71795177197278,26.63244508767113,28.671436419948822,27.741409355196783,25.74970987436341,24.854600884309722,24.444132345615472,24.2238278966918,24.110330273145397,24.038363006605664,1.2939291203272179,1.4910295196069987,1.3768146636116234,0.6504836080511077,0.30959135687974304,0.16389099976961596,0.09248082562579477,0.053785989081772026,0.026946319371716914,-0.002511942019604237,[0.78249103],2
436,7_charge_102,24,0.6321853166296396,3.9667448713235047,4.077780535151423,4.198017671453574,4.210724965135431,4.211854075817103,4.21200691245385,4.212549753869039,4.21264422389919,4.209802122369497,4.074881442953668,25.297755104341867,27.075287833263594,29.280099681499337,27.494356864208147,25.941145128670723,25.28777689211071,24.98204553665505,24.837033568952183,24.787671907299814,0.2310991941857403,1.4904122490621874,1.4904893049162993,1.208939335152875,0.527489597248305,0.2555353835626389,0.1357616972826653,0.08011877557121522,0.04689765727095966,0.014482892690516419,[0.78748975],2
437,7_charge_103,24,2.6125895052650967,4.012580572327023,4.142797334026172,4.209441462497234,4.211319302038386,4.212164837527082,4.2121062284605,4.212584160936372,4.212643055847531,4.205831967095504,17.78910540768532,26.989483559498073,28.77574881909213,29.136996200865653,26.810495204044077,25.71238669681678,25.20880883892466,24.95389356982406,24.813953690574962,24.73872837710501,0.9842457864704167,1.4906769331255836,1.4748100217253033,0.8177321071728438,0.3662350203719901,0.18973769212874106,0.10402009883623053,0.059858146919258705,0.03549056942519335,-0.0026156909756264147,[0.78264056],2
438,7_charge_104,24,0.20408619467230668,3.9431392139924646,4.059960120084588,4.1892625171395474,4.210492526341256,4.211793286576069,4.212072458234246,4.212411182810364,4.21256124014219,4.210153076856938,1.4467602307470622,26.457716114536765,27.406106149450576,29.42266602884259,27.838130110462146,26.058967673924464,25.270479317732665,24.893195280988163,24.69849466082709,24.580895009256917,0.06681666283010919,1.4910222981563044,1.4909618266492974,1.2857770382095501,0.5734807533661165,0.2772696664229857,0.1477444735844487,0.08381716071628627,0.04851401166337204,0.016856958046768247,[0.77987775],2
439,7_charge_105,24,1.8556651864036702,3.998034068464991,4.123678759223762,4.208928129191034,4.211221554314314,4.211993937002405,4.211986115151943,4.212910519376279,4.21156196749479,4.204264669865034,12.544231656017903,26.505723594392858,28.099293793733533,29.091517877459932,26.68122332279712,25.439544382475102,24.868439482225355,24.58392806591689,24.42668534940999,24.33998445640191,0.6976678010369975,1.4907708515728053,1.4908893520929178,0.9241239238551401,0.4056802829243255,0.20746017803242683,0.11348572923099587,0.06711976268256127,0.03244059109676175,-0.002267110032089552,[0.77494884],2
440,7_charge_106,24,3.4335118586501863,4.043690358108389,4.177281244102408,4.2099535001683455,4.211608214347857,4.2120023019764545,4.212277061495068,4.2124864011378556,4.211565228719533,4.204853946358482,22.838726749916788,26.841222961057625,28.900701891767387,27.881088764062746,25.897480428249793,25.01305397639315,24.604326766317108,24.38217698697621,24.264505240710886,24.201893477427465,1.290148472308516,1.4907608650618183,1.3662387769100792,0.6404457250479232,0.30747750017972053,0.16219650558636228,0.09208593641649263,0.053461772942722426,0.02652269486156721,-0.0023856547500991374,[0.77193858],2
441,7_charge_107,24,0.6109424069395087,3.963770259804845,4.081973402786654,4.200879801373718,4.210759409231864,4.211857265948423,4.211954256770134,4.212654794966044,4.212593390665986,4.209567824329824,4.191312402775375,26.204945857965573,27.411313411855353,29.280534997104983,27.25341638537778,25.72084270296299,25.049817769491053,24.74640273790223,24.59660641938434,24.5218869886658,0.22349350525705436,1.4905315994277544,1.49061467571041,1.1653398042882464,0.5033442670660799,0.2505333159785576,0.1341538516035217,0.0792494405302278,0.045453701371943454,0.012502603220806464,[0.77250937],2
442,7_charge_108,24,3.137511133055546,4.035967841127492,4.17087173724866,4.210026070791508,4.211378312534705,4.212086133730602,4.212205750846459,4.212587723345784,4.212029034290336,4.205258802988609,21.18921190165753,27.144563690072484,29.195829422795672,28.483131447273927,26.443566474509723,25.529616284625753,25.11698212438911,24.90528586595371,24.787414815468566,24.721121492236207,1.1791057702742604,1.490679377551871,1.3956880723835348,0.6725886148380243,0.3171614306753931,0.16773491313121852,0.09417744125283295,0.055190540155457254,0.029348126422970675,-0.0024417061796748233,[0.77229701],2
443,7_charge_109,24,3.424529875666961,4.045898737145177,4.179988082659844,4.210169568531564,4.2117173670500465,4.211967477342129,4.212381681327276,4.212584730856383,4.211578192340401,4.20490962618324,23.10998588421324,27.26361411948196,29.326215358585923,28.17961790641708,26.236988450884116,25.35903981521223,24.943723959458676,24.720806496415012,24.58800023627371,24.50344507252674,1.286362959726624,1.4907651337289252,1.3491978594284075,0.6254974121860325,0.300779652125426,0.1587726670869321,0.09053954716239347,0.05279118213588951,0.025556661188270154,-0.0024777734348943896,[0.76715434],2
444,7_charge_110,24,3.4059813515347344,4.048191936997854,4.181737544674422,4.210245350254704,4.211649377284895,4.2119422213658035,4.21225742841358,4.212476407589214,4.21118700222606,4.204396720642566,22.681441083147664,26.934880119014924,29.001336852060714,27.80862999621015,25.884571485666765,25.012253326407983,24.604793974166967,24.39670232827612,24.28970780534743,24.225478262339525,1.2785174504035053,1.4908835010527137,1.3406467955262924,0.6193692924256461,0.29951373003715687,0.15946103771917608,0.09087945063801624,0.05307058714859709,0.024887075674322887,-0.00262494743733443,[0.7643802],2
445,7_charge_111,24,0.46218669444897736,3.961748312753974,4.082543613629908,4.201314164701944,4.210646483178533,4.211607811146551,4.2114546637927175,4.2124882289110115,4.212580118796484,4.210078350232287,3.1853500953565117,26.25720400171475,27.443032632538156,29.308275972977032,27.278523515419295,25.732417493041687,25.043495660701677,24.72509762877554,24.558356239308033,24.473665215452208,0.16621616468337186,1.4907268854995057,1.4906215467512745,1.161066221944502,0.502902983722883,0.2504873917099001,0.13530721501878468,0.08086180926596347,0.04709666044394115,0.01611181517382883,[0.76446301],2
446,7_charge_112,24,3.4168385022163736,4.049678231934127,4.183075930668895,4.210273343319375,4.2116772897416075,4.211997101272913,4.212340104219582,4.212482679695952,4.2114993116336095,4.204736192029673,23.016277012288015,27.27474206780126,29.360598976661407,28.144958954300133,26.282666952853894,25.449259406700673,25.073615690619427,24.889368231433053,24.798578828783914,24.754283545207397,1.2820526337800364,1.4906336467446197,1.330246919835063,0.6108544038783703,0.29569550055393096,0.15729193230942218,0.08991310868960324,0.05243740430130115,0.025906991915004722,-0.0028204403197835664,[0.76454583],2
447,7_charge_113,24,3.3961105866061305,4.048800173634708,4.182500976095271,4.210121451237221,4.211478539404083,4.211975521899686,4.212369364133876,4.212317421527214,4.211217468260331,4.204410196744759,23.082814882423115,27.467748947824088,29.519219714605704,28.28534297263842,26.385702433071483,25.533356421143004,25.135773773726523,24.91815372137726,24.7736522718475,24.69828628674415,1.274586070247425,1.4908349353631465,1.3345631848059274,0.613920106542914,0.29649327338237735,0.15830136639978218,0.09080123827247837,0.05244606408485771,0.025486325809561207,-0.002406119870837455,[0.76195297],2
448,7_charge_114,24,3.3871560014375297,4.050657641587078,4.1839239113203766,4.210235072578129,4.211746418889735,4.212022593185775,4.212174587474844,4.212432694514363,4.211823114449668,4.204862945009708,22.84108951428082,27.287618942510804,29.34150171041461,28.074406758179165,26.17382780294566,25.31019508099558,24.89569974312836,24.692019632929664,24.549023894765362,24.46715816207023,1.2711086798608786,1.4906068804641908,1.3261308749231078,0.6078431775004839,0.2955936453904726,0.15775454405328038,0.09020358409623681,0.05338985781186917,0.02841738126623185,-0.002419428800355411,[0.75933377],2
449,7_charge_115,24,3.3580888998933975,4.052400088775155,4.185230740538555,4.210305918145903,4.211682735375692,4.211974106974228,4.212277694948695,4.212456049265968,4.211642880088111,4.204617775759113,22.459004584946644,27.074920946425145,29.120609571326362,27.790358724441656,25.888784545961926,25.007655743928908,24.596168125052085,24.369485773836068,24.246400221206688,24.18959149097375,1.2595723205246019,1.491053519605499,1.3194977047132654,0.603430643641998,0.2943521838478812,0.15770258187452582,0.09109906719438406,0.053430440972319866,0.027996677951588684,-0.0026135356292153254,[0.75682411],2
450,7_charge_116,24,2.256490696021112,4.0212275493093035,4.156418839206904,4.209620111402985,4.211228095825329,4.212134111236913,4.212051774752323,4.21271256406377,4.212895413583929,4.206434969487892,15.122435898370583,26.660086823816545,28.57695584738898,28.5402172411734,26.323315507298013,25.27518996203367,24.804540623187727,24.57289763542163,24.457793637254433,24.41029791758021,0.8464524800449686,1.4907073093258678,1.4475330648073288,0.7524361185528803,0.35094363813529206,0.18677965189490556,0.10461419983800584,0.06199903418345131,0.040441857955355674,-0.001331724111307004,[0.75680251],2
451,7_charge_117,24,1.112570080101932,3.9874213151598887,4.113797428598513,4.208414719246793,4.211157302386423,4.211872720100752,4.211844475822858,4.212905995552118,4.212299020875659,4.209312608983916,7.643240935600238,26.690729212355954,28.16618062342461,29.473392781377246,27.159103288748305,25.853157515808252,25.27939127969986,25.018153265445388,24.8809098029492,24.801243770354063,0.41452096596159416,1.4905683970839918,1.4907666971902973,0.9825504973479385,0.43058341174247283,0.22044309968468773,0.12054109977599493,0.07435845145464236,0.04209944989145047,0.011242263239786568,[0.75697353],2
452,7_charge_118,24,0.9115474198012051,3.980181238407203,4.1049632533992995,4.207394097311243,4.21097990024154,4.2118142161798575,4.211850216829604,4.21284171990744,4.212402121368,4.208994149243589,6.367025454819723,26.998668327130257,28.384597740281997,29.858104438954527,27.564092290171587,26.185679859685536,25.549056638776086,25.23490344603877,25.051401229544723,24.937798257363358,0.33812549117733937,1.490890369035346,1.4908090731593457,1.0304288693670187,0.4475206686349257,0.22747599281750677,0.1244560980855446,0.07636504976571301,0.043853875222911495,0.011249756420145774,[0.76697996],2
453,7_charge_119,24,1.6780087877646324,4.000560509151285,4.125087834379491,4.208915948099546,4.211164624009057,4.212079903263291,4.211879893857162,4.213041383845406,4.21263004468229,4.208008575222255,11.107862789685946,26.428568464137527,28.290227261738835,29.358813193273846,27.109048882758504,25.925876540212116,25.41224209532983,25.17401134069167,25.040175229796358,24.965579916689574,0.6285922784203524,1.4907695081095576,1.49042376677873,0.9264848855150762,0.40534416725911726,0.20756548401302147,0.11471068755917958,0.07058780005231836,0.04129848027354066,0.00463089774225107,[0.76956864],2
454,7_charge_120,24,3.0262748363807805,4.035784591164603,4.171034703347277,4.210070987952514,4.211464752627105,4.2119338443597165,4.212157939828048,4.212446852221867,4.2120862701086725,4.205144425805365,20.638436302063187,27.36289266721251,29.34661670008448,28.60645668862495,26.57521839648688,25.644345292606932,25.202498089843,24.973250298118057,24.830557061353247,24.748066537762245,1.1371530037395319,1.491312342609661,1.3926942850697217,0.6716746142983164,0.3158212207163811,0.16665944696186705,0.09497840848247072,0.055433841069924064,0.031062904827999095,-0.002377601515214454,[0.7618124],2
