,cycle,temp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,soh,class
264,6_charge_97,24,0.0,0.0,129.26309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.35654,549.5889,0.0,0.0,0.0,0.0,45.4202,0.0,0.0,0.0,426.35654,549.5889,0.0,0.0,0.0,0.0,45.4202,0.0,[0.7206902],2
265,6_charge_98,24,0.0,0.0,129.30864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.8159,548.641,0.0,0.0,0.0,0.0,45.131382,0.0,0.0,0.0,425.8159,548.641,0.0,0.0,0.0,0.0,45.131382,0.0,[0.71560537],2
266,6_charge_99,24,0.0,0.0,129.31444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.4321,549.0217,0.0,0.0,0.0,0.0,44.823612,0.0,0.0,0.0,426.4321,549.0217,0.0,0.0,0.0,0.0,44.823612,0.0,[0.71301236],2
267,6_charge_100,24,0.0,0.0,127.02537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.69287,559.225,0.0,0.0,0.0,0.0,69.625275,0.0,0.0,0.0,389.69287,559.225,0.0,0.0,0.0,0.0,69.625275,0.0,[0.71024382],2
268,6_charge_101,24,0.0,0.0,129.26631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.5552,547.5502,0.0,0.0,0.0,0.0,44.232304,0.0,0.0,0.0,426.5552,547.5502,0.0,0.0,0.0,0.0,44.232304,0.0,[0.71035031],2
269,6_charge_102,24,0.0,0.0,125.70165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.92737,570.5698,0.0,0.0,0.0,0.0,108.26752,0.0,0.0,0.0,353.92737,570.5698,0.0,0.0,0.0,0.0,108.26752,0.0,[0.7261279],2
270,6_charge_103,24,0.0,0.0,128.44954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.90714,568.53204,0.0,0.0,0.0,0.0,57.45081,0.0,0.0,0.0,419.90714,568.53204,0.0,0.0,0.0,0.0,57.45081,0.0,[0.71577882],2
271,6_charge_104,24,0.0,0.0,124.24033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.43335,576.12994,0.0,0.0,0.0,0.0,110.542755,0.0,0.0,0.0,343.43335,576.12994,0.0,0.0,0.0,0.0,110.542755,0.0,[0.70750788],2
272,6_charge_105,24,0.0,0.0,127.34209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.9003,563.1992,0.0,0.0,0.0,0.0,69.17264,0.0,0.0,0.0,395.9003,563.1992,0.0,0.0,0.0,0.0,69.17264,0.0,[0.70486558],2
273,6_charge_106,24,0.0,0.0,129.25978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.60916,552.27856,0.0,0.0,0.0,0.0,45.215885,0.0,0.0,0.0,429.60916,552.27856,0.0,0.0,0.0,0.0,45.215885,0.0,[0.70245866],2
274,6_charge_107,24,0.0,0.0,125.59489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.4145,569.17175,0.0,0.0,0.0,0.0,100.49173,0.0,0.0,0.0,357.4145,569.17175,0.0,0.0,0.0,0.0,100.49173,0.0,[0.69758215],2
275,6_charge_108,24,0.0,0.0,129.21262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.88025,562.55676,0.0,0.0,0.0,0.0,50.908176,0.0,0.0,0.0,432.88025,562.55676,0.0,0.0,0.0,0.0,50.908176,0.0,[0.69726719],2
276,6_charge_109,24,0.0,0.0,129.22331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.87698,559.26025,0.0,0.0,0.0,0.0,45.59406,0.0,0.0,0.0,434.87698,559.26025,0.0,0.0,0.0,0.0,45.59406,0.0,[0.69465856],2
277,6_charge_110,24,0.0,0.0,129.22823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.98718,551.28656,0.0,0.0,0.0,0.0,44.654423,0.0,0.0,0.0,430.98718,551.28656,0.0,0.0,0.0,0.0,44.654423,0.0,[0.69191897],2
278,6_charge_111,24,0.0,0.0,125.46913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.25418,570.0708,0.0,0.0,0.0,0.0,104.25784,0.0,0.0,0.0,353.25418,570.0708,0.0,0.0,0.0,0.0,104.25784,0.0,[0.68684071],2
279,6_charge_112,24,0.0,0.0,129.14635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.99777,560.7916,0.0,0.0,0.0,0.0,48.307713,0.0,0.0,0.0,436.99777,560.7916,0.0,0.0,0.0,0.0,48.307713,0.0,[0.68930299],2
280,6_charge_113,24,0.0,0.0,129.15215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.7607,562.19934,0.0,0.0,0.0,0.0,46.508335,0.0,0.0,0.0,437.7607,562.19934,0.0,0.0,0.0,0.0,46.508335,0.0,[0.68688001],2
281,6_charge_114,24,0.0,0.0,129.23549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.80264,557.7373,0.0,0.0,0.0,0.0,46.485905,0.0,0.0,0.0,433.80264,557.7373,0.0,0.0,0.0,0.0,46.485905,0.0,[0.68412903],2
282,6_charge_115,24,0.0,0.0,129.22523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.6259,551.32166,0.0,0.0,0.0,0.0,44.15131,0.0,0.0,0.0,430.6259,551.32166,0.0,0.0,0.0,0.0,44.15131,0.0,[0.6816512],2
283,6_charge_116,24,0.0,0.0,128.16277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.19662,558.16675,0.0,0.0,0.0,0.0,62.12653,0.0,0.0,0.0,408.19662,558.16675,0.0,0.0,0.0,0.0,62.12653,0.0,[0.67904831],2
284,6_charge_117,24,0.0,0.0,126.029335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.18845,572.1524,0.0,0.0,0.0,0.0,89.745544,0.0,0.0,0.0,378.18845,572.1524,0.0,0.0,0.0,0.0,89.745544,0.0,[0.67663455],2
285,6_charge_118,24,0.0,0.0,126.17881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.3677,578.0,0.0,0.0,0.0,0.0,94.42975,0.0,0.0,0.0,376.3677,578.0,0.0,0.0,0.0,0.0,94.42975,0.0,[0.69208029],2
286,6_charge_119,24,0.0,0.0,127.066025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.58417,571.51935,0.0,0.0,0.0,0.0,81.28085,0.0,0.0,0.0,397.58417,571.51935,0.0,0.0,0.0,0.0,81.28085,0.0,[0.70257339],2
287,6_charge_120,24,0.0,0.0,129.11513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.1312,566.6317,0.0,0.0,0.0,0.0,50.45795,0.0,0.0,0.0,433.1312,566.6317,0.0,0.0,0.0,0.0,50.45795,0.0,[0.68935951],2
288,6_charge_121,24,0.0,0.0,128.37791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.43137,557.9342,0.0,0.0,0.0,0.0,55.1879,0.0,0.0,0.0,420.43137,557.9342,0.0,0.0,0.0,0.0,55.1879,0.0,[0.68413289],2
289,6_charge_122,24,0.0,0.0,129.22585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.4175,550.0061,0.0,0.0,0.0,0.0,45.783085,0.0,0.0,0.0,429.4175,550.0061,0.0,0.0,0.0,0.0,45.783085,0.0,[0.67865756],2
290,6_charge_123,24,0.0,0.0,129.15791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.25076,550.5062,0.0,0.0,0.0,0.0,49.280888,0.0,0.0,0.0,423.25076,550.5062,0.0,0.0,0.0,0.0,49.280888,0.0,[0.67624673],2
291,6_charge_124,24,0.0,0.0,129.05463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.3826,548.6449,0.0,0.0,0.0,0.0,47.7739,0.0,0.0,0.0,425.3826,548.6449,0.0,0.0,0.0,0.0,47.7739,0.0,[0.67370496],3
292,6_charge_125,24,0.0,0.0,129.31038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.11917,549.15656,0.0,0.0,0.0,0.0,48.71384,0.0,0.0,0.0,424.11917,549.15656,0.0,0.0,0.0,0.0,48.71384,0.0,[0.66850376],3
293,6_charge_126,24,0.0,0.0,129.19473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.9086,545.9706,0.0,0.0,0.0,0.0,44.433018,0.0,0.0,0.0,425.9086,545.9706,0.0,0.0,0.0,0.0,44.433018,0.0,[0.66561765],3
294,6_charge_127,24,0.0,0.0,125.575905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.68112,556.45276,0.0,0.0,0.0,0.0,92.16937,0.0,0.0,0.0,356.68112,556.45276,0.0,0.0,0.0,0.0,92.16937,0.0,[0.66296519],3
295,6_charge_128,24,0.0,0.0,128.22942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.85373,547.15735,0.0,0.0,0.0,0.0,56.124973,0.0,0.0,0.0,408.85373,547.15735,0.0,0.0,0.0,0.0,56.124973,0.0,[0.66078937],3
296,6_charge_129,24,0.0,0.0,129.05669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6838,543.4751,0.0,0.0,0.0,0.0,45.830723,0.0,0.0,0.0,424.6838,543.4751,0.0,0.0,0.0,0.0,45.830723,0.0,[0.66061254],3
297,6_charge_130,24,0.0,0.0,129.2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.78177,543.32684,0.0,0.0,0.0,0.0,45.494724,0.0,0.0,0.0,423.78177,543.32684,0.0,0.0,0.0,0.0,45.494724,0.0,[0.65782427],3
298,6_charge_131,24,0.0,0.0,129.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.9999,544.09076,0.0,0.0,0.0,0.0,49.586887,0.0,0.0,0.0,415.9999,544.09076,0.0,0.0,0.0,0.0,49.586887,0.0,[0.66045128],3
299,6_charge_132,24,0.0,0.0,129.16872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.83536,554.18463,0.0,0.0,0.0,0.0,56.426945,0.0,0.0,0.0,426.83536,554.18463,0.0,0.0,0.0,0.0,56.426945,0.0,[0.67371644],3
300,6_charge_133,24,0.0,0.0,129.08647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.3035,556.1924,0.0,0.0,0.0,0.0,45.116,0.0,0.0,0.0,434.3035,556.1924,0.0,0.0,0.0,0.0,45.116,0.0,[0.6630064],3
301,6_charge_134,24,0.0,0.0,129.05391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.80637,549.0969,0.0,0.0,0.0,0.0,46.989597,0.0,0.0,0.0,427.80637,549.0969,0.0,0.0,0.0,0.0,46.989597,0.0,[0.65505934],3
302,6_charge_135,24,0.0,0.0,129.24626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.6021,543.3804,0.0,0.0,0.0,0.0,46.400578,0.0,0.0,0.0,423.6021,543.3804,0.0,0.0,0.0,0.0,46.400578,0.0,[0.6526081],3
303,6_charge_136,24,0.0,0.0,128.19707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.77115,548.8081,0.0,0.0,0.0,0.0,66.730286,0.0,0.0,0.0,399.77115,548.8081,0.0,0.0,0.0,0.0,66.730286,0.0,[0.6502031],3
304,6_charge_137,24,0.0,0.0,128.88948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.6312,555.87,0.0,0.0,0.0,0.0,54.539494,0.0,0.0,0.0,420.6312,555.87,0.0,0.0,0.0,0.0,54.539494,0.0,[0.65011787],3
305,6_charge_138,24,0.0,0.0,127.77647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.9758,556.53656,0.0,0.0,0.0,0.0,69.92624,0.0,0.0,0.0,397.9758,556.53656,0.0,0.0,0.0,0.0,69.92624,0.0,[0.64475334],3
306,6_charge_139,24,0.0,0.0,126.22704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.46353,554.55554,0.0,0.0,0.0,0.0,87.61966,0.0,0.0,0.0,366.46353,554.55554,0.0,0.0,0.0,0.0,87.61966,0.0,[0.63962653],3
307,6_charge_140,24,0.0,0.0,129.20467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.7908,538.96606,0.0,0.0,0.0,0.0,49.404636,0.0,0.0,0.0,412.7908,538.96606,0.0,0.0,0.0,0.0,49.404636,0.0,[0.63960391],3
308,6_charge_141,24,0.0,0.0,128.26982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.04465,542.2948,0.0,0.0,0.0,0.0,56.82697,0.0,0.0,0.0,409.04465,542.2948,0.0,0.0,0.0,0.0,56.82697,0.0,[0.63701838],3
309,6_charge_142,24,0.0,0.0,128.28453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.8923,549.3893,0.0,0.0,0.0,0.0,58.642216,0.0,0.0,0.0,411.8923,549.3893,0.0,0.0,0.0,0.0,58.642216,0.0,[0.6370637],3
310,6_charge_143,24,0.0,0.0,124.21619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.70987,554.2387,0.0,0.0,0.0,0.0,106.25726,0.0,0.0,0.0,339.70987,554.2387,0.0,0.0,0.0,0.0,106.25726,0.0,[0.63188197],3
311,6_charge_144,24,0.0,0.0,128.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.11826,541.5062,0.0,0.0,0.0,0.0,60.494907,0.0,0.0,0.0,393.11826,541.5062,0.0,0.0,0.0,0.0,60.494907,0.0,[0.62906868],3
312,6_charge_145,24,0.0,0.0,128.32072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.60498,534.79724,0.0,0.0,0.0,0.0,58.116764,0.0,0.0,0.0,395.60498,534.79724,0.0,0.0,0.0,0.0,58.116764,0.0,[0.62662993],3
313,6_charge_146,24,0.0,0.0,129.24681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.74048,534.62964,0.0,0.0,0.0,0.0,48.731174,0.0,0.0,0.0,415.74048,534.62964,0.0,0.0,0.0,0.0,48.731174,0.0,[0.62661567],3
314,6_charge_147,24,0.0,0.0,125.21009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.82468,552.2584,0.0,0.0,0.0,0.0,102.160065,0.0,0.0,0.0,344.82468,552.2584,0.0,0.0,0.0,0.0,102.160065,0.0,[0.62404375],3
315,6_charge_148,24,0.0,0.0,128.24146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.04553,543.8254,0.0,0.0,0.0,0.0,60.9726,0.0,0.0,0.0,400.04553,543.8254,0.0,0.0,0.0,0.0,60.9726,0.0,[0.62671771],3
316,6_charge_149,24,0.0,0.0,129.37064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.8626,539.91345,0.0,0.0,0.0,0.0,56.30277,0.0,0.0,0.0,414.8626,539.91345,0.0,0.0,0.0,0.0,56.30277,0.0,[0.64490244],3
317,6_charge_150,24,0.0,0.0,129.18993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.70877,545.32825,0.0,0.0,0.0,0.0,46.54932,0.0,0.0,0.0,422.70877,545.32825,0.0,0.0,0.0,0.0,46.54932,0.0,[0.6317701],3
318,6_charge_151,24,0.0,0.0,128.00888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.24216,546.1923,0.0,0.0,0.0,0.0,56.285038,0.0,0.0,0.0,406.24216,546.1923,0.0,0.0,0.0,0.0,56.285038,0.0,[0.62398809],3
319,6_charge_152,24,0.0,0.0,125.43262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.33078,550.01917,0.0,0.0,0.0,0.0,96.38855,0.0,0.0,0.0,350.33078,550.01917,0.0,0.0,0.0,0.0,96.38855,0.0,[0.61606014],3
320,6_charge_153,24,0.0,0.0,127.06016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0195,544.0144,0.0,0.0,0.0,0.0,66.55997,0.0,0.0,0.0,385.0195,544.0144,0.0,0.0,0.0,0.0,66.55997,0.0,[0.61355688],3
321,6_charge_154,24,0.0,0.0,128.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.05643,538.7112,0.0,0.0,0.0,0.0,60.80512,0.0,0.0,0.0,397.05643,538.7112,0.0,0.0,0.0,0.0,60.80512,0.0,[0.61086988],3
322,6_charge_155,24,0.0,0.0,126.11863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.5308,544.54114,0.0,0.0,0.0,0.0,80.785126,0.0,0.0,0.0,367.5308,544.54114,0.0,0.0,0.0,0.0,80.785126,0.0,[0.60555134],3
323,6_charge_156,24,0.0,0.0,128.36583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.11832,539.11847,0.0,0.0,0.0,0.0,59.12644,0.0,0.0,0.0,398.11832,539.11847,0.0,0.0,0.0,0.0,59.12644,0.0,[0.60280799],3
324,6_charge_157,24,0.0,0.0,129.19313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.93097,532.2735,0.0,0.0,0.0,0.0,46.273502,0.0,0.0,0.0,415.93097,532.2735,0.0,0.0,0.0,0.0,46.273502,0.0,[0.60044681],3
325,6_charge_158,24,0.0,0.0,126.146126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.83096,542.8264,0.0,0.0,0.0,0.0,80.55063,0.0,0.0,0.0,369.83096,542.8264,0.0,0.0,0.0,0.0,80.55063,0.0,[0.5952952],3
326,6_charge_159,24,0.0,0.0,126.34405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.4119,542.4271,0.0,0.0,0.0,0.0,77.968445,0.0,0.0,0.0,371.4119,542.4271,0.0,0.0,0.0,0.0,77.968445,0.0,[0.59258963],3
327,6_charge_160,24,0.0,0.0,128.34206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.272,538.8782,0.0,0.0,0.0,0.0,62.72748,0.0,0.0,0.0,396.272,538.8782,0.0,0.0,0.0,0.0,62.72748,0.0,[0.58983534],3
328,6_charge_161,24,0.0,0.0,127.174416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.06747,539.3198,0.0,0.0,0.0,0.0,69.816345,0.0,0.0,0.0,384.06747,539.3198,0.0,0.0,0.0,0.0,69.816345,0.0,[0.58729764],3
329,6_charge_162,24,0.0,0.0,125.833496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.17627,543.04913,0.0,0.0,0.0,0.0,88.96982,0.0,0.0,0.0,358.17627,543.04913,0.0,0.0,0.0,0.0,88.96982,0.0,[0.57690917],3
330,6_charge_163,24,0.0,0.0,126.35117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.31726,541.4011,0.0,0.0,0.0,0.0,77.9769,0.0,0.0,0.0,370.31726,541.4011,0.0,0.0,0.0,0.0,77.9769,0.0,[0.58220048],3
331,6_charge_164,24,0.0,0.0,128.40077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.47488,538.4636,0.0,0.0,0.0,0.0,60.73911,0.0,0.0,0.0,399.47488,538.4636,0.0,0.0,0.0,0.0,60.73911,0.0,[0.57939875],3
332,6_charge_165,24,0.0,0.0,123.46189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.7747,546.31067,0.0,0.0,0.0,0.0,115.51721,0.0,0.0,0.0,326.7747,546.31067,0.0,0.0,0.0,0.0,115.51721,0.0,[0.58748744],3
333,6_charge_166,24,0.0,0.0,126.32623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.46185,535.82117,0.0,0.0,0.0,0.0,96.448364,0.0,0.0,0.0,363.46185,535.82117,0.0,0.0,0.0,0.0,96.448364,0.0,[0.59283762],3
334,7_charge_0,24,0.0,0.0,33.073257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.31723,1.7545154,0.0,0.0,0.0,0.0,194.21121,0.0,0.0,0.0,195.31723,1.7545154,0.0,0.0,0.0,0.0,194.21121,0.0,[0.94552615],0
335,7_charge_1,24,0.0,0.0,39.632957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.02065,0.76403236,0.0,0.0,0.0,0.0,255.31433,0.0,0.0,0.0,251.02065,0.76403236,0.0,0.0,0.0,0.0,255.31433,0.0,[0.94031851],0
336,7_charge_2,24,0.0,0.0,39.65871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.73497,0.0,0.0,0.0,0.0,0.0,252.64587,0.0,0.0,0.0,251.73497,0.0,0.0,0.0,0.0,0.0,252.64587,0.0,[0.94033134],0
337,7_charge_3,24,0.0,0.0,39.410107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.52486,0.0,0.0,0.0,0.0,0.0,252.36064,0.0,0.0,0.0,251.52486,0.0,0.0,0.0,0.0,0.0,252.36064,0.0,[0.94038545],0
338,7_charge_4,24,0.0,0.0,39.65518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.17284,0.0,0.0,0.0,0.0,0.0,252.12077,0.0,0.0,0.0,251.17284,0.0,0.0,0.0,0.0,0.0,252.12077,0.0,[0.93972544],0
339,7_charge_5,24,0.0,0.0,40.547928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.24387,4.5435743,0.0,0.0,0.0,0.0,254.17157,0.0,0.0,0.0,254.24387,4.5435743,0.0,0.0,0.0,0.0,254.17157,0.0,[0.94035018],0
340,7_charge_6,24,0.0,0.0,40.561363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.84476,4.477365,0.0,0.0,0.0,0.0,253.75438,0.0,0.0,0.0,253.84476,4.477365,0.0,0.0,0.0,0.0,253.75438,0.0,[0.93996763],0
341,7_charge_7,24,0.0,0.0,38.470943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.75119,0.0,0.0,0.0,0.0,0.0,247.41843,0.0,0.0,0.0,247.75119,0.0,0.0,0.0,0.0,0.0,247.41843,0.0,[0.94075441],0
342,7_charge_8,24,0.0,0.0,38.52401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.13498,0.0,0.0,0.0,0.0,0.0,248.7031,0.0,0.0,0.0,249.13498,0.0,0.0,0.0,0.0,0.0,248.7031,0.0,[0.93484539],0
343,7_charge_9,24,0.0,0.0,38.522797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.94888,0.0,0.0,0.0,0.0,0.0,248.49728,0.0,0.0,0.0,248.94888,0.0,0.0,0.0,0.0,0.0,248.49728,0.0,[0.93502619],0
344,7_charge_10,24,0.0,0.0,38.45835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.52292,0.0,0.0,0.0,0.0,0.0,247.2091,0.0,0.0,0.0,247.52292,0.0,0.0,0.0,0.0,0.0,247.2091,0.0,[0.93502212],0
345,7_charge_11,24,0.0,0.0,38.19905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.57918,0.8129461,0.0,0.0,0.0,0.0,248.43698,0.0,0.0,0.0,247.57918,0.8129461,0.0,0.0,0.0,0.0,248.43698,0.0,[0.92982595],0
346,7_charge_12,24,0.0,0.0,38.166515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.69858,0.23522425,0.0,0.0,0.0,0.0,249.8678,0.0,0.0,0.0,249.69858,0.23522425,0.0,0.0,0.0,0.0,249.8678,0.0,[0.92953733],0
347,7_charge_13,24,0.0,0.0,40.452335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.94748,3.8473907,0.0,0.0,0.0,0.0,257.1612,0.0,0.0,0.0,254.94748,3.8473907,0.0,0.0,0.0,0.0,257.1612,0.0,[0.92950423],0
348,7_charge_14,24,0.0,0.0,38.196163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.54578,0.59913516,0.0,0.0,0.0,0.0,247.44464,0.0,0.0,0.0,247.54578,0.59913516,0.0,0.0,0.0,0.0,247.44464,0.0,[0.92968113],0
349,7_charge_15,24,0.0,0.0,38.157295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.59784,0.12600136,0.0,0.0,0.0,0.0,247.24973,0.0,0.0,0.0,245.59784,0.12600136,0.0,0.0,0.0,0.0,247.24973,0.0,[0.92936777],0
350,7_charge_16,24,0.0,0.0,38.21084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.4481,0.5747156,0.0,0.0,0.0,0.0,245.29489,0.0,0.0,0.0,245.4481,0.5747156,0.0,0.0,0.0,0.0,245.29489,0.0,[0.92390865],0
351,7_charge_17,24,0.0,0.0,38.21106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0193,0.73375154,0.0,0.0,0.0,0.0,247.79745,0.0,0.0,0.0,247.0193,0.73375154,0.0,0.0,0.0,0.0,247.79745,0.0,[0.92426265],0
352,7_charge_18,24,0.0,0.0,38.561386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.13216,0.0,0.0,0.0,0.0,0.0,247.92398,0.0,0.0,0.0,248.13216,0.0,0.0,0.0,0.0,0.0,247.92398,0.0,[0.92418948],0
353,7_charge_19,24,0.0,0.0,39.707443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.27054,0.0,0.0,0.0,0.0,0.0,237.45535,0.0,0.0,0.0,237.27054,0.0,0.0,0.0,0.0,0.0,237.45535,0.0,[0.94039027],0
354,7_charge_20,24,0.0,0.0,39.022934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.40799,0.0,0.0,0.0,0.0,0.0,241.81195,0.0,0.0,0.0,242.40799,0.0,0.0,0.0,0.0,0.0,241.81195,0.0,[0.94073608],0
355,7_charge_21,24,0.0,0.0,38.64643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.30252,0.42777586,0.0,0.0,0.0,0.0,241.50925,0.0,0.0,0.0,241.30252,0.42777586,0.0,0.0,0.0,0.0,241.50925,0.0,[0.94054772],0
356,7_charge_22,24,0.0,0.0,38.18072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.41594,0.3169241,0.0,0.0,0.0,0.0,235.6676,0.0,0.0,0.0,234.41594,0.3169241,0.0,0.0,0.0,0.0,235.6676,0.0,[0.93550448],0
357,7_charge_23,24,0.0,0.0,40.417374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.24744,2.4355645,0.0,0.0,0.0,0.0,240.94138,0.0,0.0,0.0,238.24744,2.4355645,0.0,0.0,0.0,0.0,240.94138,0.0,[0.93509976],0
